Country;Date;Bee_name
Germany;12-8-2022;Bombus lapidarius
Germany;12-8-2022;Bombus pascuorum
Germany;12-8-2022;Bombus pascuorum
Germany;12-8-2022;Bombus pascuorum
Germany;12-8-2022;Bombus pascuorum
Germany;12-8-2022;Apis mellifera
Germany;12-8-2022;Apis mellifera
Germany;12-8-2022;Megachile pilidens
Germany;12-8-2022;Apis mellifera
Germany;12-8-2022;Apis mellifera
Germany;12-8-2022;Bombus pascuorum
Germany;2-6-2022;Halictus tumulorum
Germany;2-6-2022;Andrena minutula
Germany;4-7-2022;Bombus pascuorum
Germany;4-7-2022;Lasioglossum calceatum
Germany;4-7-2022;Osmia truncorum
Germany;4-7-2022;Apis mellifera
Germany;4-7-2022;Andrena dorsata
Germany;4-7-2022;Andrena flavipes
Germany;4-7-2022;Apis mellifera
Germany;4-7-2022;Bombus hortorum
Germany;4-7-2022;Bombus pascuorum
Germany;4-7-2022;Bombus hortorum
Germany;4-7-2022;Bombus pratorum
Germany;4-7-2022;Apis mellifera
Germany;3-8-2022;Halictus rubicundus
Germany;3-8-2022;Halictus scabiosae
Germany;3-8-2022;Lasioglossum pauxillum
Germany;3-8-2022;Bombus campestris
Germany;3-8-2022;Bombus rupestris
Germany;3-8-2022;Bombus lapidarius
Germany;3-8-2022;Bombus pascuorum
Germany;3-8-2022;Halictus rubicundus
Germany;3-8-2022;Hylaeus communis
Germany;3-8-2022;Hylaeus communis
Germany;3-8-2022;Lasioglossum pauxillum
Germany;12-6-2022;Osmia spinulosa
Germany;12-6-2022;Lasioglossum villosulum
Germany;12-6-2022;Lasioglossum villosulum
Germany;12-6-2022;Lasioglossum pauxillum
Germany;12-6-2022;Lasioglossum villosulum
Germany;12-6-2022;Lasioglossum villosulum
Germany;12-6-2022;Lasioglossum villosulum
Germany;12-6-2022;Lasioglossum villosulum
Germany;12-6-2022;Andrena minutula
Germany;12-6-2022;Andrena minutula
Germany;12-6-2022;Bombus terrestris
Germany;12-6-2022;Lasioglossum pauxillum
Germany;12-6-2022;Anthidium byssinum
Germany;19-7-2022;Bombus lapidarius
Germany;19-7-2022;Bombus lapidarius
Germany;19-7-2022;Bombus lapidarius
Germany;19-7-2022;Bombus lapidarius
Germany;19-7-2022;Bombus pascuorum
Germany;19-7-2022;Bombus pascuorum
Germany;19-7-2022;Bombus pascuorum
Germany;19-7-2022;Bombus rupestris
Germany;19-7-2022;Bombus terrestris
Germany;19-7-2022;Apis mellifera
Germany;19-7-2022;Bombus lapidarius
Germany;19-7-2022;Bombus pascuorum
Germany;19-7-2022;Bombus pascuorum
Germany;19-7-2022;Ceratina cyanea
Germany;19-7-2022;Bombus lapidarius
Germany;19-7-2022;Halictus simplex
Germany;19-7-2022;Hylaeus dilatatus
Germany;11-8-2022;Bombus pascuorum
Germany;11-8-2022;Bombus pascuorum
Germany;11-8-2022;Halictus tumulorum
Germany;11-8-2022;Halictus quadricinctus
Germany;11-8-2022;Halictus quadricinctus
Germany;11-8-2022;Halictus tumulorum
Germany;11-8-2022;Halictus tumulorum
Germany;11-8-2022;Halictus tumulorum
Germany;15-6-2022;Anthidium byssinum
Germany;15-6-2022;Lasioglossum villosulum
Germany;15-6-2022;Epeolus variegatus
Germany;15-6-2022;Andrena hattorfiana
Germany;15-6-2022;Bombus terrestris
Germany;15-6-2022;Hylaeus confusus
Germany;15-6-2022;Osmia cantabrica
Germany;15-6-2022;Bombus pascuorum
Germany;15-6-2022;Lasioglossum pauxillum
Germany;15-6-2022;Bombus sylvarum
Germany;15-6-2022;Bombus sylvarum
Germany;15-6-2022;Bombus sylvarum
Germany;15-6-2022;Lasioglossum interruptum
Germany;15-6-2022;Bombus pascuorum
Germany;15-6-2022;Bombus pascuorum
Germany;15-6-2022;Andrena labialis
Germany;20-7-2022;Bombus pascuorum
Germany;20-7-2022;Lasioglossum leucozonium
Germany;20-7-2022;Bombus sylvarum
Germany;20-7-2022;Anthidium nanum
Germany;20-7-2022;Osmia spinulosa
Germany;20-7-2022;Stelis signata
Germany;20-7-2022;Anthidium manicatum
Germany;20-7-2022;Bombus lapidarius
Germany;20-7-2022;Bombus lapidarius
Germany;20-7-2022;Bombus lapidarius
Germany;20-7-2022;Halictus scabiosae
Germany;20-7-2022;Halictus scabiosae
Germany;20-7-2022;Apis mellifera
Germany;20-7-2022;Apis mellifera
Germany;20-7-2022;Bombus spec
Germany;20-7-2022;Lasioglossum pauxillum
Germany;20-7-2022;Lasioglossum pauxillum
Germany;20-7-2022;Apis mellifera
Germany;20-7-2022;Cerceris quinquefasciata
Germany;20-7-2022;Halictus quadricinctus
Germany;20-7-2022;Bombus pascuorum
Germany;20-7-2022;Apis mellifera
Germany;15-8-2022;Lasioglossum leucozonium
Germany;15-8-2022;Halictus scabiosae
Germany;15-8-2022;Bombus sylvarum
Germany;15-8-2022;Bombus sylvarum
Germany;15-8-2022;Apis mellifera
Germany;15-8-2022;Apis mellifera
Germany;15-8-2022;Bombus pascuorum
Germany;15-8-2022;Lasioglossum pauxillum
Germany;3-6-2022;Bombus terrestris
Germany;3-6-2022;Lasioglossum villosulum
Germany;3-6-2022;Andrena minutula
Germany;3-6-2022;Bombus hortorum
Germany;3-6-2022;Bombus lapidarius
Germany;2-7-2022;Bombus pascuorum
Germany;2-7-2022;Bombus pascuorum
Germany;2-7-2022;Bombus terrestris
Germany;2-7-2022;Halictus tumulorum
Germany;2-7-2022;Lasioglossum calceatum
Germany;2-7-2022;Apis mellifera
Germany;2-7-2022;Bombus lapidarius
Germany;2-7-2022;Halictus tumulorum
Germany;2-7-2022;Hylaeus communis
Germany;2-7-2022;Lasioglossum leucopus
Germany;2-7-2022;Lasioglossum pauxillum
Germany;2-7-2022;Lasioglossum pauxillum
Germany;2-7-2022;Apis mellifera
Germany;2-7-2022;Bombus campestris
Germany;2-7-2022;Halictus tumulorum
Germany;2-7-2022;Anthidium punctatum
Germany;2-7-2022;Bombus spec
Germany;2-7-2022;Anthidium byssinum
Germany;2-7-2022;Bombus lapidarius
Germany;2-7-2022;Bombus vestalis
Germany;2-7-2022;Halictus tumulorum
Germany;2-7-2022;Halictus tumulorum
Germany;2-7-2022;Osmia truncorum
Germany;2-7-2022;Apis mellifera
Germany;28-7-2022;Bombus lapidarius
Germany;28-7-2022;Bombus lapidarius
Germany;28-7-2022;Bombus lapidarius
Germany;28-7-2022;Bombus lapidarius
Germany;28-7-2022;Apis mellifera
Germany;28-7-2022;Hylaeus angustatus
Germany;28-7-2022;Apis mellifera
Germany;28-7-2022;Apis mellifera
Germany;28-7-2022;Andrena flavipes
Germany;28-7-2022;Bombus lapidarius
Germany;28-7-2022;Bombus lapidarius
Germany;28-7-2022;Bombus pascuorum
Germany;28-7-2022;Bombus pascuorum
Germany;28-7-2022;Bombus pascuorum
Germany;28-7-2022;Halictus rubicundus
Germany;28-7-2022;Lasioglossum calceatum
Germany;28-7-2022;Apis mellifera
Germany;28-7-2022;Bombus lapidarius
Germany;28-7-2022;Bombus lapidarius
Germany;28-7-2022;Bombus pascuorum
Germany;28-7-2022;Bombus terrestris
Germany;28-7-2022;Bombus terrestris
Germany;28-7-2022;Bombus terrestris
Germany;28-7-2022;Lasioglossum pauxillum
Germany;28-7-2022;Apis mellifera
Germany;28-7-2022;Bombus ruderarius
Germany;2-6-2022;Bombus hortorum
Germany;3-6-2022;Bombus pascuorum
Germany;4-7-2022;Andrena flavipes
Germany;4-7-2022;Lasioglossum calceatum
Germany;4-7-2022;Bombus hortorum
Germany;4-7-2022;Lasioglossum pauxillum
Germany;4-7-2022;Bombus pascuorum
Germany;4-7-2022;Bombus pascuorum
Germany;4-7-2022;Apis mellifera
Germany;3-8-2022;Bombus pascuorum
Germany;3-8-2022;Colletes daviesanus
Germany;3-8-2022;Colletes daviesanus
Germany;3-8-2022;Hylaeus brevicornis
Germany;3-8-2022;Apis mellifera
Germany;3-8-2022;Bombus pascuorum
Germany;3-8-2022;Bombus pascuorum
Germany;3-8-2022;Hylaeus confusus
Germany;3-8-2022;Apis mellifera
Germany;3-8-2022;Lasioglossum aeratum
Germany;3-8-2022;Lasioglossum laevigatum
Germany;3-8-2022;Lasioglossum laevigatum
Germany;3-8-2022;Halictus rubicundus
Germany;3-8-2022;Lasioglossum villosulum
Germany;3-8-2022;Apis mellifera
Germany;19-5-2022;Andrena flavipes
Germany;19-5-2022;Bombus pascuorum
Germany;19-5-2022;Bombus pascuorum
Germany;19-5-2022;Apis mellifera
Germany;19-5-2022;Apis mellifera
Germany;19-5-2022;Bombus lapidarius
Germany;19-5-2022;Apis mellifera
Germany;19-5-2022;Apis mellifera
Germany;19-5-2022;Apis mellifera
Germany;19-5-2022;Bombus lapidarius
Germany;19-5-2022;Bombus lapidarius
Germany;19-5-2022;Bombus lapidarius
Germany;19-5-2022;Apis mellifera
Germany;19-5-2022;Apis mellifera
Germany;19-5-2022;Apis mellifera
Germany;25-6-2022;Bombus pascuorum
Germany;25-6-2022;Bombus pascuorum
Germany;25-6-2022;Lasioglossum pauxillum
Germany;25-6-2022;Halictus simplex
Germany;25-6-2022;Osmia truncorum
Germany;23-7-2022;Bombus pascuorum
Germany;23-7-2022;Bombus pascuorum
Germany;23-7-2022;Halictus simplex
Germany;23-7-2022;Bombus ruderarius
Germany;23-7-2022;Bombus lapidarius
Germany;23-7-2022;Bombus terrestris
Germany;23-7-2022;Halictus simplex
Germany;23-7-2022;Bombus ruderarius
Germany;24-5-2022;Lasioglossum villosulum
Germany;24-5-2022;Lasioglossum villosulum
Germany;24-5-2022;Bombus lapidarius
Germany;25-6-2022;Megachile versicolor
Germany;25-6-2022;Osmia aurulenta
Germany;24-7-2022;Bombus pascuorum
Germany;24-7-2022;Ceratina cyanea
Germany;24-7-2022;Halictus tumulorum
Germany;24-7-2022;Halictus tumulorum
Germany;24-7-2022;Apis mellifera
Germany;24-7-2022;Halictus quadricinctus
Germany;24-7-2022;Bombus lapidarius
Germany;24-7-2022;Bombus lapidarius
Germany;24-7-2022;Bombus pascuorum
Germany;24-7-2022;Bombus pascuorum
Germany;24-7-2022;Bombus pascuorum
Germany;24-7-2022;Bombus pascuorum
Germany;24-7-2022;Halictus simplex
Germany;24-7-2022;Halictus tumulorum
Germany;24-7-2022;Apis mellifera
Germany;24-7-2022;Bombus lapidarius
Germany;24-7-2022;Bombus pascuorum
Germany;24-7-2022;Bombus terrestris
Germany;24-7-2022;Apis mellifera
Germany;12-7-2022;Bombus hortorum
Germany;12-7-2022;Bombus hortorum
Germany;12-7-2022;Bombus pascuorum
Germany;12-7-2022;Bombus ruderarius
Germany;12-7-2022;Bombus pascuorum
Germany;12-7-2022;Bombus pascuorum
Germany;12-7-2022;Bombus ruderarius
Germany;12-7-2022;Bombus hortorum
Germany;12-7-2022;Bombus pascuorum
Germany;7-8-2022;Bombus pascuorum
Germany;7-8-2022;Bombus pascuorum
Germany;7-8-2022;Bombus rupestris
Germany;7-8-2022;Bombus terrestris
Germany;7-8-2022;Bombus ruderarius
Germany;7-8-2022;Bombus pascuorum
Germany;7-8-2022;Bombus pascuorum
Germany;7-8-2022;Bombus ruderarius
Germany;7-8-2022;Bombus pascuorum
Germany;7-8-2022;Bombus pascuorum
Germany;7-8-2022;Bombus pascuorum
Germany;7-8-2022;Ceratina cyanea
Germany;7-8-2022;Bombus sylvarum
Germany;7-8-2022;Bombus ruderarius
Germany;1-6-2022;Bombus pratorum
Germany;1-6-2022;Bombus lapidarius
Germany;1-6-2022;Bombus pascuorum
Germany;1-6-2022;Bombus pratorum
Germany;1-6-2022;Lasioglossum malachurum
Germany;30-6-2022;Ceratina cyanea
Germany;30-6-2022;Lasioglossum leucozonium
Germany;30-6-2022;Lasioglossum pauxillum
Germany;30-6-2022;Lasioglossum pauxillum
Germany;30-6-2022;Lasioglossum villosulum
Germany;30-6-2022;Lasioglossum villosulum
Germany;30-6-2022;Bombus lapidarius
Germany;30-6-2022;Halictus tumulorum
Germany;29-7-2022;Bombus pascuorum
Germany;23-5-2022;Bombus pascuorum
Germany;23-5-2022;Andrena cineraria
Germany;23-5-2022;Andrena minutula
Germany;23-5-2022;Bombus pascuorum
Germany;23-5-2022;Lasioglossum morio
Germany;27-6-2022;Andrena flavipes
Germany;27-6-2022;Bombus hortorum
Germany;27-6-2022;Bombus pascuorum
Germany;27-6-2022;Bombus pascuorum
Germany;27-6-2022;Bombus pascuorum
Germany;27-6-2022;Hylaeus brevicornis
Germany;27-6-2022;Hylaeus brevicornis
Germany;27-6-2022;Apis mellifera
Germany;27-6-2022;Andrena bicolor
Germany;27-6-2022;Bombus lapidarius
Germany;27-6-2022;Bombus pascuorum
Germany;27-6-2022;Hylaeus communis
Germany;27-6-2022;Hylaeus communis
Germany;27-6-2022;Lasioglossum morio
Germany;25-7-2022;Bombus lapidarius
Germany;25-7-2022;Bombus lapidarius
Germany;25-7-2022;Bombus lapidarius
Germany;25-7-2022;Bombus pascuorum
Germany;25-7-2022;Bombus pascuorum
Germany;25-7-2022;Lasioglossum villosulum
Germany;25-7-2022;Lasioglossum villosulum
Germany;25-7-2022;Lasioglossum villosulum
Germany;25-7-2022;Bombus ruderarius
Germany;25-7-2022;Bombus ruderarius
Germany;25-7-2022;Bombus ruderarius
Germany;25-7-2022;Bombus spec
Germany;25-7-2022;Bombus campestris
Germany;25-7-2022;Bombus lapidarius
Germany;25-7-2022;Bombus lapidarius
Germany;25-7-2022;Bombus lapidarius
Germany;25-7-2022;Bombus terrestris
Germany;25-7-2022;Bombus vestalis
Germany;25-7-2022;Bombus ruderarius
Germany;25-7-2022;Lasioglossum costulatum
Germany;25-7-2022;Bombus hortorum
Germany;25-7-2022;Bombus lapidarius
Germany;25-7-2022;Bombus lapidarius
Germany;25-7-2022;Bombus lapidarius
Germany;25-7-2022;Bombus lapidarius
Germany;25-7-2022;Bombus lapidarius
Germany;25-7-2022;Bombus lapidarius
Germany;25-7-2022;Bombus pascuorum
Germany;25-7-2022;Bombus terrestris
Germany;25-7-2022;Bombus vestalis
Germany;25-7-2022;Hylaeus communis
Germany;25-7-2022;Hylaeus communis
Germany;25-7-2022;Hylaeus communis
Germany;25-7-2022;Lasioglossum pauxillum
Germany;25-7-2022;Osmia rapunculi
Germany;25-7-2022;Bombus ruderarius
Germany;25-7-2022;Bombus ruderarius
Germany;25-7-2022;Bombus lapidarius
Germany;25-7-2022;Bombus lapidarius
Germany;25-7-2022;Bombus lapidarius
Germany;25-7-2022;Bombus lapidarius
Germany;25-7-2022;Halictus tumulorum
Germany;25-7-2022;Hylaeus nigritus
Germany;25-7-2022;Bombus ruderarius
Germany;25-7-2022;Bombus ruderarius
Germany;22-5-2022;Halictus scabiosae
Germany;22-5-2022;Lasioglossum villosulum
Germany;22-5-2022;Lasioglossum costulatum
Germany;22-5-2022;Andrena minutula
Germany;22-5-2022;Bombus hortorum
Germany;26-6-2022;Bombus hortorum
Germany;26-6-2022;Bombus lapidarius
Germany;26-6-2022;Bombus pascuorum
Germany;26-6-2022;Bombus pascuorum
Germany;26-6-2022;Bombus pascuorum
Germany;26-6-2022;Bombus pascuorum
Germany;23-7-2022;Bombus lapidarius
Germany;23-7-2022;Bombus lapidarius
Germany;23-7-2022;Bombus lapidarius
Germany;23-7-2022;Bombus lapidarius
Germany;23-7-2022;Bombus terrestris
Germany;23-7-2022;Halictus rubicundus
Germany;23-7-2022;Halictus simplex
Germany;23-7-2022;Apis mellifera
Germany;23-7-2022;Apis mellifera
Germany;23-7-2022;Halictus simplex
Germany;23-7-2022;Halictus tumulorum
Germany;23-7-2022;Halictus tumulorum
Germany;23-7-2022;Lasioglossum leucozonium
Germany;23-7-2022;Apis mellifera
Germany;24-7-2022;Bombus pascuorum
Germany;24-7-2022;Andrena flavipes
Germany;24-7-2022;Andrena flavipes
Germany;24-7-2022;Melitta haemorrhoidalis
Germany;24-7-2022;Apis mellifera
Germany;24-7-2022;Apis mellifera
Germany;24-7-2022;Bombus spec
